Epoch: 5, Avg Reward: 23.96875
Epoch: 10, Avg Reward: 25.90625
Epoch: 15, Avg Reward: 29.78125
Epoch: 20, Avg Reward: 38.03125
Epoch: 25, Avg Reward: 42.6875
Epoch: 30, Avg Reward: 58.625
Epoch: 35, Avg Reward: 79.96875
Epoch: 40, Avg Reward: 107.625
Epoch: 45, Avg Reward: 157.40625
Epoch: 50, Avg Reward: 158.09375
Epoch: 55, Avg Reward: 166.46875
